"Date","Country","State","Market Size","Product","City","Product Line","Product Type","Type","Budget COGS","Budget Margin","Budget Profit","Budget Sales","COGS","Inventory","Marketing","Sales","Total Expenses","Inv2"
"01/06/2019","United Kingdom","Wales","Major Market","Darjeeling","Barry","Leaves","Tea","Regular",44,66,22,110,57,436,21,126,54,
"01/06/2019","United Kingdom","Wales","Major Market","Green Tea","Barry","Leaves","Tea","Regular",33,55,33,88,48,657,16,108,28,
"01/06/2019","United Kingdom","Wales","Major Market","Decaf Espresso","Barry","Beans","Espresso","Decaf",66,99,55,165,60,706,19,148,50,
"01/06/2019","United Kingdom","Wales","Major Market","Colombian","Barry","Beans","Coffee","Regular",88,121,88,209,92,632,30,207,40,
"01/07/2019","United Kingdom","Wales","Major Market","Green Tea","Barry","Leaves","Tea","Regular",33,55,33,88,46,652,15,103,27,
"01/08/2019","United Kingdom","Wales","Major Market","Colombian","Barry","Beans","Coffee","Regular",55,77,55,132,58,610,19,131,30,
"01/09/2019","United Kingdom","Wales","Major Market","Lemon","Barry","Leaves","Herbal Tea","Decaf",44,77,22,121,58,560,52,148,84,
"01/09/2019","United Kingdom","Wales","Major Market","Amaretto","Barry","Beans","Coffee","Regular",143,198,154,341,136,1021,38,355,50,
"01/09/2019","United Kingdom","Wales","Major Market","Decaf Espresso","Barry","Beans","Espresso","Decaf",66,121,66,187,66,722,21,176,57,
"01/10/2019","United Kingdom","Wales","Major Market","Mint","Barry","Leaves","Herbal Tea","Decaf",33,66,55,99,58,446,19,145,50,
"01/10/2019","United Kingdom","Wales","Major Market","Earl Grey","Barry","Leaves","Tea","Regular",33,55,44,88,60,1141,18,139,41,
"01/10/2019","United Kingdom","Wales","Major Market","Green Tea","Barry","Leaves","Tea","Regular",55,99,88,154,99,630,32,240,46,
"01/10/2019","United Kingdom","Wales","Major Market","Caffe Mocha","Barry","Beans","Espresso","Regular",110,198,187,308,84,638,24,219,36,
"01/10/2019","United Kingdom","Wales","Major Market","Decaf Espresso","Barry","Beans","Espresso","Decaf",110,176,143,286,80,715,26,214,60,
"01/11/2019","United Kingdom","Wales","Major Market","Chamomile","Barry","Leaves","Herbal Tea","Decaf",187,176,110,363,200,1412,55,426,83,
"01/11/2019","United Kingdom","Wales","Major Market","Lemon","Barry","Leaves","Herbal Tea","Decaf",44,77,11,121,58,560,52,147,85,
"01/11/2019","United Kingdom","Wales","Major Market","Mint","Barry","Leaves","Herbal Tea","Decaf",55,77,44,132,65,453,21,162,52,
"01/11/2019","United Kingdom","Wales","Major Market","Green Tea","Barry","Leaves","Tea","Regular",77,99,66,176,97,618,32,235,47,
"01/11/2019","United Kingdom","Wales","Major Market","Decaf Espresso","Barry","Beans","Espresso","Decaf",99,165,110,264,83,725,27,222,62,
"01/12/2019","United Kingdom","Wales","Major Market","Chamomile","Barry","Leaves","Herbal Tea","Decaf",154,154,88,308,169,1451,47,359,73,
"01/12/2019","United Kingdom","Wales","Major Market","Mint","Barry","Leaves","Herbal Tea","Decaf",55,66,33,121,60,467,19,149,49,
"01/12/2019","United Kingdom","Wales","Major Market","Earl Grey","Barry","Leaves","Tea","Regular",44,55,22,99,59,1160,18,137,41,
"01/12/2019","United Kingdom","Wales","Major Market","Caffe Mocha","Barry","Beans","Espresso","Regular",66,121,99,187,60,662,17,157,29,
"01/12/2019","United Kingdom","Wales","Major Market","Colombian","Barry","Beans","Coffee","Regular",44,55,33,99,48,585,16,117,30,
"01/02/2018","United Kingdom","Scotland","Small Market","Colombian","Aberdeen","Beans","Coffee","Regular",132,198,143,330,143,1040,47,358,82,
"01/03/2018","United Kingdom","Scotland","Small Market","Darjeeling","Aberdeen","Leaves","Tea","Regular",55,88,66,143,54,890,15,134,28,
"01/04/2018","United Kingdom","Scotland","Small Market","Lemon","Aberdeen","Leaves","Herbal Tea","Decaf",66,77,33,143,88,544,33,196,71,
"01/05/2018","United Kingdom","Scotland","Small Market","Colombian","Aberdeen","Beans","Coffee","Regular",110,176,121,286,121,1122,40,303,74,
"01/06/2018","United Kingdom","Scotland","Small Market","Darjeeling","Aberdeen","Leaves","Tea","Regular",33,66,44,99,41,964,11,102,25,
"01/07/2018","United Kingdom","Scotland","Small Market","Lemon","Aberdeen","Leaves","Herbal Tea","Decaf",55,88,44,143,84,675,31,186,68,
"01/07/2018","United Kingdom","Scotland","Small Market","Mint","Aberdeen","Leaves","Herbal Tea","Decaf",44,66,44,110,66,1177,20,146,43,
"01/08/2018","United Kingdom","Scotland","Small Market","Green Tea","Aberdeen","Leaves","Tea","Regular",22,33,22,55,21,893,6,52,18,
"01/08/2018","United Kingdom","Scotland","Small Market","Mint","Aberdeen","Leaves","Herbal Tea","Decaf",33,55,33,88,55,1171,17,121,40,
"01/09/2018","United Kingdom","Scotland","Small Market","Lemon","Aberdeen","Leaves","Herbal Tea","Decaf",55,66,22,121,74,659,28,165,65,
"01/09/2018","United Kingdom","Scotland","Small Market","Caffe Mocha","Aberdeen","Beans","Espresso","Regular",55,99,22,154,69,674,62,164,94,
"01/10/2018","United Kingdom","Scotland","Small Market","Green Tea","Aberdeen","Leaves","Tea","Regular",22,44,44,66,27,887,7,66,20,
"01/10/2018","United Kingdom","Scotland","Small Market","Lemon","Aberdeen","Leaves","Herbal Tea","Decaf",44,55,33,99,87,653,33,195,71,
"01/11/2018","United Kingdom","Scotland","Small Market","Darjeeling","Aberdeen","Leaves","Tea","Regular",55,88,66,143,60,974,17,146,30,
"01/12/2018","United Kingdom","Scotland","Small Market","Green Tea","Aberdeen","Leaves","Tea","Regular",33,55,44,88,37,900,10,91,24,
"01/12/2018","United Kingdom","Scotland","Small Market","Decaf Espresso","Aberdeen","Beans","Espresso","Decaf",44,77,44,121,54,432,18,126,49,
"01/01/2019","United Kingdom","Scotland","Small Market","Darjeeling","Aberdeen","Leaves","Tea","Regular",55,88,66,143,55,904,16,152,30,
"01/01/2019","United Kingdom","Scotland","Small Market","Colombian","Aberdeen","Beans","Coffee","Regular",121,198,143,319,137,1058,44,382,83,
"01/02/2019","United Kingdom","Scotland","Small Market","Green Tea","Aberdeen","Leaves","Tea","Regular",22,55,44,77,30,850,8,77,20,
"01/02/2019","United Kingdom","Scotland","Small Market","Decaf Espresso","Aberdeen","Beans","Espresso","Decaf",55,77,44,132,61,336,20,153,51,
"01/03/2019","United Kingdom","Scotland","Small Market","Lemon","Aberdeen","Leaves","Herbal Tea","Decaf",66,88,44,154,94,524,36,222,72,
"01/04/2019","United Kingdom","Scotland","Small Market","Darjeeling","Aberdeen","Leaves","Tea","Regular",44,88,66,132,52,904,15,136,28,
"01/04/2019","United Kingdom","Scotland","Small Market","Green Tea","Aberdeen","Leaves","Tea","Regular",22,44,33,66,28,853,8,73,21,
"01/04/2019","United Kingdom","Scotland","Small Market","Colombian","Aberdeen","Beans","Coffee","Regular",121,176,121,297,128,1059,42,343,76,
"01/06/2019","United Kingdom","Scotland","Small Market","Mint","Aberdeen","Leaves","Herbal Tea","Decaf",44,77,55,121,72,1147,22,156,42,
"01/06/2019","United Kingdom","Scotland","Small Market","Colombian","Aberdeen","Beans","Coffee","Regular",88,154,110,242,102,1213,33,253,63,
"01/06/2019","United Kingdom","Scotland","Small Market","Decaf Espresso","Aberdeen","Beans","Espresso","Decaf",44,66,33,110,51,404,17,118,44,
"01/07/2019","United Kingdom","Scotland","Small Market","Mint","Aberdeen","Leaves","Herbal Tea","Decaf",44,66,44,110,66,1177,20,145,40,
"01/07/2019","United Kingdom","Scotland","Small Market","Darjeeling","Aberdeen","Leaves","Tea","Regular",33,66,55,99,39,984,10,95,21,
"01/08/2019","United Kingdom","Scotland","Small Market","Lemon","Aberdeen","Leaves","Herbal Tea","Decaf",55,77,33,132,80,667,30,175,62,
"01/08/2019","United Kingdom","Scotland","Small Market","Darjeeling","Aberdeen","Leaves","Tea","Regular",33,55,44,88,38,979,10,91,22,
"01/09/2019","United Kingdom","Scotland","Small Market","Green Tea","Aberdeen","Leaves","Tea","Regular",22,44,33,66,26,890,7,68,19,
"01/09/2019","United Kingdom","Scotland","Small Market","Decaf Espresso","Aberdeen","Beans","Espresso","Decaf",44,77,44,121,53,418,17,132,47,
"01/10/2019","United Kingdom","Scotland","Small Market","Caffe Mocha","Aberdeen","Beans","Espresso","Regular",44,99,44,143,66,667,60,169,92,
"01/11/2019","United Kingdom","Scotland","Small Market","Mint","Aberdeen","Leaves","Herbal Tea","Decaf",55,55,33,110,76,1166,24,176,48,
"01/12/2019","United Kingdom","Scotland","Small Market","Darjeeling","Aberdeen","Leaves","Tea","Regular",55,77,55,132,55,988,16,145,29,
"01/12/2019","United Kingdom","Scotland","Small Market","Green Tea","Aberdeen","Leaves","Tea","Regular",33,55,44,88,37,900,10,96,24,
"01/12/2019","United Kingdom","Scotland","Small Market","Colombian","Aberdeen","Beans","Coffee","Regular",110,176,121,286,127,1283,41,339,76,
"01/01/2018","United Kingdom","England","Major Market","Decaf Espresso","Bristol","Beans","Espresso","Decaf",44,77,66,121,60,502,17,148,29,
"01/02/2018","United Kingdom","England","Major Market","Decaf Espresso","Bristol","Beans","Espresso","Decaf",66,110,99,176,85,494,24,208,36,
"01/04/2018","United Kingdom","England","Major Market","Decaf Espresso","Bristol","Beans","Espresso","Decaf",66,121,99,187,90,506,25,218,37,
"01/05/2018","United Kingdom","England","Major Market","Decaf Irish Cream","Bristol","Beans","Coffee","Decaf",110,143,110,253,92,643,30,209,43,
"01/11/2018","United Kingdom","England","Major Market","Colombian","Bristol","Beans","Coffee","Regular",286,352,253,638,248,1400,76,539,101,
"01/02/2019","United Kingdom","England","Major Market","Caffe Latte","Bristol","Beans","Espresso","Regular",66,110,66,176,83,416,27,222,62,
"01/04/2019","United Kingdom","England","Major Market","Caffe Latte","Bristol","Beans","Espresso","Regular",55,99,55,154,75,10,25,200,60,
"01/12/2019","United Kingdom","England","Major Market","Decaf Irish Cream","Bristol","Beans","Coffee","Decaf",55,66,44,121,48,585,16,117,29,
"01/01/2018","United Kingdom","Scotland","Major Market","Darjeeling","Cumbernauld","Leaves","Tea","Regular",33,55,44,88,36,904,9,88,22,
"01/01/2018","United Kingdom","Scotland","Major Market","Colombian","Cumbernauld","Beans","Coffee","Regular",88,121,77,209,93,717,30,231,64,
"01/07/2018","United Kingdom","Scotland","Major Market","Green Tea","Cumbernauld","Leaves","Tea","Regular",66,99,77,165,65,957,18,159,30,
"01/09/2018","United Kingdom","Scotland","Major Market","Decaf Irish Cream","Cumbernauld","Beans","Coffee","Decaf",99,132,88,231,106,733,32,253,59,
"01/11/2018","United Kingdom","Scotland","Major Market","Mint","Cumbernauld","Leaves","Herbal Tea","Decaf",55,66,33,121,83,1170,26,181,50,
"01/12/2018","United Kingdom","Scotland","Major Market","Lemon","Cumbernauld","Leaves","Herbal Tea","Decaf",44,66,22,110,72,444,27,160,63,
"01/06/2019","United Kingdom","Scotland","Major Market","Decaf Irish Cream","Cumbernauld","Beans","Coffee","Decaf",121,165,110,286,130,700,40,307,61,
"01/08/2019","United Kingdom","Scotland","Major Market","Darjeeling","Cumbernauld","Leaves","Tea","Regular",44,88,66,132,51,968,14,125,25,
"01/08/2019","United Kingdom","Scotland","Major Market","Colombian","Cumbernauld","Beans","Coffee","Regular",110,187,132,297,126,891,41,312,70,
"01/10/2019","United Kingdom","Scotland","Major Market","Colombian","Cumbernauld","Beans","Coffee","Regular",66,121,99,187,91,867,30,240,65,
"01/02/2018","United Kingdom","England","Major Market","Decaf Espresso","London","Beans","Espresso","Decaf",242,330,220,572,258,1411,85,600,120,
"01/03/2018","United Kingdom","England","Major Market","Earl Grey","London","Leaves","Tea","Regular",55,88,77,143,90,486,25,218,37,
"01/09/2018","United Kingdom","England","Major Market","Mint","London","Leaves","Herbal Tea","Decaf",44,77,55,121,64,603,21,146,35,
"01/09/2018","United Kingdom","England","Major Market","Caffe Mocha","London","Beans","Espresso","Regular",121,176,33,297,134,1001,121,319,158,
"01/10/2018","United Kingdom","England","Major Market","Decaf Irish Cream","London","Beans","Coffee","Decaf",242,-33,-110,209,170,4020,55,143,103,
"01/11/2018","United Kingdom","England","Major Market","Colombian","London","Beans","Coffee","Regular",319,495,341,814,274,2838,96,686,153,
"01/12/2018","United Kingdom","England","Major Market","Amaretto","London","Beans","Coffee","Regular",165,-33,-99,132,140,3242,44,113,70,
"01/01/2019","United Kingdom","England","Major Market","Decaf Espresso","London","Beans","Espresso","Decaf",242,330,220,572,258,1441,85,673,126,
"01/04/2019","United Kingdom","England","Major Market","Darjeeling","London","Leaves","Tea","Regular",66,99,88,165,101,855,28,262,40,
"01/06/2019","United Kingdom","England","Major Market","Darjeeling","London","Leaves","Tea","Regular",77,121,99,198,125,987,35,302,44,
"01/08/2019","United Kingdom","England","Major Market","Caffe Mocha","London","Beans","Espresso","Regular",176,253,66,429,191,1020,172,449,194,
"01/09/2019","United Kingdom","England","Major Market","Caffe Mocha","London","Beans","Espresso","Regular",121,176,33,297,134,1001,121,340,158,
"01/10/2019","United Kingdom","England","Major Market","Lemon","London","Leaves","Herbal Tea","Decaf",209,242,187,451,263,1371,82,610,105,
"01/11/2019","United Kingdom","England","Major Market","Caffe Latte","London","Beans","Espresso","Regular",220,231,154,451,233,1956,65,497,92,
"01/12/2019","United Kingdom","England","Major Market","Decaf Irish Cream","London","Beans","Coffee","Decaf",286,-44,-165,242,247,4638,81,226,129,
"01/02/2018","United Kingdom","England","Major Market","Chamomile","London","Leaves","Herbal Tea","Decaf",88,132,110,220,105,890,29,256,41,
"01/09/2018","United Kingdom","England","Major Market","Caffe Latte","London","Beans","Espresso","Regular",253,264,176,517,274,1953,76,548,103,
"01/01/2019","United Kingdom","England","Major Market","Colombian","London","Beans","Coffee","Regular",374,550,407,924,299,2312,104,835,168,
"01/06/2019","United Kingdom","England","Major Market","Chamomile","London","Leaves","Herbal Tea","Decaf",110,176,154,286,136,1042,38,328,47,
"01/06/2019","United Kingdom","England","Major Market","Green Tea","London","Leaves","Tea","Regular",33,66,33,99,60,706,19,148,51,
"01/07/2019","United Kingdom","England","Major Market","Green Tea","London","Leaves","Tea","Regular",33,55,22,88,58,735,19,143,51,
"01/12/2019","United Kingdom","England","Major Market","Caffe Latte","London","Beans","Espresso","Regular",264,264,176,528,275,2002,77,588,104,
"01/03/2018","United Kingdom","Scotland","Major Market","Decaf Espresso","Cumbernauld","Beans","Espresso","Decaf",77,121,77,198,88,457,29,207,60,
"01/03/2018","United Kingdom","Scotland","Major Market","Caffe Mocha","Cumbernauld","Beans","Espresso","Regular",99,143,33,242,105,586,95,250,127,
"01/05/2018","United Kingdom","Scotland","Major Market","Chamomile","Cumbernauld","Leaves","Herbal Tea","Decaf",33,55,33,88,53,659,17,121,30,
"01/06/2018","United Kingdom","Scotland","Major Market","Chamomile","Cumbernauld","Leaves","Herbal Tea","Decaf",33,55,33,88,53,653,17,121,30,
"01/08/2018","United Kingdom","Scotland","Major Market","Darjeeling","Cumbernauld","Leaves","Tea","Regular",44,88,66,132,51,968,14,126,27,
"01/08/2018","United Kingdom","Scotland","Major Market","Caffe Mocha","Cumbernauld","Beans","Espresso","Regular",132,209,66,341,147,776,132,349,164,
"01/05/2019","United Kingdom","Scotland","Major Market","Mint","Cumbernauld","Leaves","Herbal Tea","Decaf",55,88,55,143,86,1095,27,185,47,
"01/06/2019","United Kingdom","Scotland","Major Market","Colombian","Cumbernauld","Beans","Coffee","Regular",110,176,121,286,123,844,40,304,70,
"01/08/2019","United Kingdom","Scotland","Major Market","Caffe Mocha","Cumbernauld","Beans","Espresso","Regular",132,209,66,341,147,776,132,346,153,
"01/09/2019","United Kingdom","Scotland","Major Market","Decaf Espresso","Cumbernauld","Beans","Espresso","Decaf",88,121,77,209,94,611,31,234,62,
"01/03/2018","United Kingdom","England","Major Market","Colombian","Bristol","Beans","Coffee","Regular",286,352,264,638,236,1016,73,514,96,
"01/03/2019","United Kingdom","England","Major Market","Chamomile","Bristol","Leaves","Herbal Tea","Decaf",55,88,55,143,63,356,20,158,51,
"01/04/2019","United Kingdom","England","Major Market","Decaf Irish Cream","Bristol","Beans","Coffee","Decaf",99,143,110,242,86,653,28,209,41,
"01/08/2019","United Kingdom","England","Major Market","Colombian","Bristol","Beans","Coffee","Regular",429,495,374,924,343,1426,106,740,120,
"01/01/2018","United Kingdom","Wales","Major Market","Chamomile","Rhondda","Leaves","Herbal Tea","Decaf",22,55,55,77,36,502,9,88,21,
"01/02/2018","United Kingdom","Wales","Major Market","Amaretto","Rhondda","Beans","Coffee","Regular",66,88,55,154,66,362,21,154,52,
"01/03/2018","United Kingdom","Wales","Major Market","Amaretto","Rhondda","Beans","Coffee","Regular",66,88,55,154,63,356,20,148,50,
"01/04/2018","United Kingdom","Wales","Major Market","Earl Grey","Rhondda","Leaves","Tea","Regular",99,154,99,253,124,553,38,294,64,
"01/06/2018","United Kingdom","Wales","Major Market","Earl Grey","Rhondda","Leaves","Tea","Regular",110,154,99,264,130,700,40,311,65,
"01/06/2018","United Kingdom","Wales","Major Market","Decaf Irish Cream","Rhondda","Beans","Coffee","Decaf",44,77,22,121,49,546,44,118,76,
"01/08/2018","United Kingdom","Wales","Major Market","Decaf Espresso","Rhondda","Beans","Espresso","Decaf",55,77,22,132,54,456,20,120,58,
"01/09/2018","United Kingdom","Wales","Major Market","Chamomile","Rhondda","Leaves","Herbal Tea","Decaf",11,33,33,44,22,531,6,55,18,
"01/10/2018","United Kingdom","Wales","Major Market","Chamomile","Rhondda","Leaves","Herbal Tea","Decaf",0,33,33,33,24,528,6,59,18,
